Timestamp,temp_min,temp_max,temp_normal_min,temp_normal_max,rel_humidity
2018-12-06,5.0,11.4,1.3689655172413793,5.80344827586207,94.29
2018-12-07,5.3,11.5,0.9172413793103449,6.089655172413792,87.0
2018-12-08,5.1,9.6,0.8793103448275862,6.141379310344828,89.5
2018-12-09,5.8,9.9,0.6344827586206896,5.593103448275863,84.17
2018-12-10,2.4,7.0,0.017241379310344737,4.986206896551724,81.42
2018-12-11,0.2,5.0,-0.6137931034482759,4.851724137931035,88.63
2018-12-12,-0.9,4.2,-0.5034482758620691,4.699999999999999,94.13
2018-12-13,-2.4,0.8,-0.5620689655172413,4.375862068965517,83.08
2018-12-14,-0.9,-0.1,-0.041379310344827606,5.0103448275862075,72.63
2018-12-15,-3.2,-0.2,-0.4379310344827587,4.889655172413794,72.21
2018-12-16,-2.9,2.3,-0.31379310344827593,5.124137931034483,95.71
2018-12-17,-0.9,5.5,-0.027586206896551592,4.720689655172413,97.42
2018-12-18,-1.1,7.6,0.6931034482758619,4.937931034482758,92.38
2018-12-19,-0.1,8.4,0.29655172413793096,5.582758620689655,90.58
2018-12-20,5.6,7.1,0.21379310344827573,5.43448275862069,90.71
2018-12-21,6.7,10.5,1.2482758620689656,6.027586206896552,90.29
2018-12-22,7.5,11.0,1.6689655172413793,6.141379310344828,88.46
2018-12-23,7.5,12.4,1.5758620689655172,6.044827586206896,92.63
2018-12-24,-2.1,12.6,1.0827586206896551,6.462068965517241,85.25
2018-12-25,-4.4,4.0,0.513793103448276,5.575862068965517,94.04
2018-12-26,-6.9,1.5,-0.46896551724137936,4.562068965517242,93.67
2018-12-27,-5.1,0.8,0.05517241379310356,4.36551724137931,94.0
2018-12-28,-2.7,-0.5,-0.4344827586206896,3.972413793103448,97.21
2018-12-29,-2.2,3.0,-1.289655172413793,4.972413793103448,96.5
2018-12-30,3.1,6.1,-0.4862068965517241,4.968965517241379,91.33
2018-12-31,4.7,7.3,0.282758620689655,4.9862068965517246,97.29
